term,aliases,category,tags,note,source,version
低温存储试验,低温储存;Low Temperature Storage,TestCase,储存条件;可靠性;测试验证;环境应力,常温→30℃保持20min→70min内1℃/min降至-40℃保持20h40min→70min内升至30℃保持30min为1个循环，智能机3个循环功能机2个循环。样机关机状态新电池电量90%以上，只能在30℃常温阶段开箱存放样机,dictionary_v1,2025-09-28
高温操作试验,高温使用测试;High Temperature Operation,TestCase,可靠性;测试验证;环境应力;用户体验,开机状态电量100%，亮度音量最大，50±2℃/80%RH环境放置120min。进行通话30min、发短信10条、前后摄拍照各10张、录像1min、播放mp3/mp4、FM播放10min、运行APK5个、开启关闭蓝牙WIFI上网5min等用户操作，每个模式完成后重启1次,dictionary_v1,2025-09-28
低温操作试验,低温使用测试;Low Temperature Operation,TestCase,可靠性;测试验证;环境应力;用户体验,开机状态电量100%设置最大，-10±2℃环境放置120min，戴胶皮手套操作。操作内容同高温操作，检查所有模式操作功能正常、LCD显示CTP触摸正常，每个模式重启后电量对比≤10%,dictionary_v1,2025-09-28
待机48H功能检测,低温待机测试;48H Standby Test,TestCase,俄罗斯专项;可靠性;测试验证;环境应力,俄罗斯专项测试，待机状态样机电量100%（95%-100%）插满卡，-15℃环境48h。验证低温环境下电量消耗可靠性，试验中不能关机功能正常，试验前后电量差异≤50%,dictionary_v1,2025-09-28
彩盒试验,包装运输测试;Package Transport Test,TestCase,包装设计;可靠性;测试验证;运输应力,出货状态完整包装，随机振动（5-20Hz频率3h）→高温存储（55℃48h）→1m跌落（1角3棱6面各1次）。itel项目不做此试验。验证彩盒包装及机台在储存运输下的可靠性,dictionary_v1,2025-09-28
空气ESD试验,空气静电放电;Air Discharge ESD,TestCase,ESD;可靠性;测试验证;电气性能,参考GB/T 17626.2-2018标准，20-25℃/40-45%RH环境。智能机新品±12kv量产±10kv，功能机±8kv，V系列功能机±6kv智能机±10kv。10次放电间隔1秒，样机充电状态下测试通话MP4 FM拍照，连接耳机测试通话MP4 FM,dictionary_v1,2025-09-28
接触ESD试验,接触静电放电;Contact Discharge ESD,TestCase,ESD;可靠性;测试验证;电气性能,同样参考GB/T 17626.2-2018标准，智能机±8kv功能机±4kv V系列智能机±6kv。样机充电状态测试待机通话MP4 FM。判定标准：功能完全正常或瞬时受影响3s内自行恢复为合格，需人工重置重开机或无法恢复为不合格,dictionary_v1,2025-09-28
PCBA ESD试验,主板静电测试;PCB ESD Test,TestCase,ESD;制造工艺;可靠性;测试验证,25±5℃/45±15%RH环境，接触放电智能机±8kv功能机±6kv。测试点包括PCB最大面积漏铜区、USB铁壳、耳机座GND、SIM卡座壳、T卡座壳、所有屏蔽罩。每个测试点10次后在屏蔽盖位置放电线放电1次,dictionary_v1,2025-09-28
V浪涌电池端试验,电池端浪涌冲击;Battery Terminal Surge,TestCase,保护功能;可靠性;测试验证;电气性能,浪涌发生器正负极与电池连接器对应连接，样机关机状态。功能机正压≥150V负压≤-50V，智能机可拆卸电池正压≥300V负压≤-90V，不可拆卸电池正压≥200V负压≤-60V。浪涌间隔10s测试10次，检查无漏电充电异常,dictionary_v1,2025-09-28
V浪涌充电端试验,充电端浪涌冲击;Charging Terminal Surge,TestCase,保护功能;可靠性;测试验证;电气性能,开机状态电池<50%，浪涌发生器连接程控电源和数据线，快充方案需诱骗至快充状态。功能机智能机正压≥300V负压≤-90V，浪涌间隔10s测试10次，检查无漏电自动关机重启充电异常,dictionary_v1,2025-09-28
D浪涌DP/DM试验,数据端浪涌冲击;Data Terminal Surge,TestCase,保护功能;可靠性;测试验证;电气性能,开机状态，剥线数据线连接浪涌发生器，正极接DP/DM端负极接GND。其他市场正压≥20V负压≤-10V，印度市场正压≥25V负压≤-10V。检查无漏电自动关机重启充电异常无法读取U盘,dictionary_v1,2025-09-28
24h盐雾试验,短期盐雾腐蚀;24H Salt Spray Test,TestCase,可靠性;材料特性;测试验证;防护性能,NaCl浓度5±1% pH值6.5-7.2，35±2℃，沉降量1.0-2.0ml/h。整机满电关机24h（功能机8h），常温放置1h后检查外观结构，自然风干48h后检查屏外观功能。验证金属部件表面涂层抗盐雾腐蚀能力及整机密封性,dictionary_v1,2025-09-28
48h盐雾试验,长期盐雾腐蚀;48H Salt Spray Test,TestCase,可靠性;密封性;测试验证;防护性能,验证TP OCA胶扭曲后的密封性，条件同24h盐雾但时间48h。Incell屏不做，Oncell屏才做。检查TP外观功能有无异常，其他问题不做判定,dictionary_v1,2025-09-28
粉尘试验,防尘测试;Dust Resistance Test,TestCase,可靠性;密封性;测试验证;防护性能,关机带电池状态装满卡电量30%以上，去除可开合口塞和保护膜。2.4±0.2kg强生婴儿爽身粉中，6面从0.6m高度跌落2轮（itel功能机/PAD 0.3m，量产例行0.3m 1轮）。重点检查护镜TP无粉尘进入，光距感功能正常,dictionary_v1,2025-09-28
15°/75°淋雨试验,倾斜淋雨测试;Inclined Rain Test,TestCase,可靠性;密封性;测试验证;防护性能,偏心距10cm，水箱距离20cm高度，水流量3-3.5mm/min，转盘1r/min，测试前电量≥90%。15°为常规项目，75°为参考项（东南亚市场必过项）。检查功能正常LCD/CAM视窗无进水主板器件弹片馈点无腐蚀发霉,dictionary_v1,2025-09-28
IPX3防水试验,防淋水测试;IPX3 Water Resistance,TestCase,可靠性;密封性;测试验证;防护性能,摆管±60°摆动60°/秒，喷嘴距离≤20cm，单嘴0.07±0.005L/min，8个喷嘴。水平竖直方向各5min，2台正面2台反面，电量90%以上。验证IPX3防水性能,dictionary_v1,2025-09-28
IPX4防水试验,防溅水测试;IPX4 Water Resistance,TestCase,可靠性;密封性;测试验证;防护性能,摆管±90°摆动，12个喷嘴，其余同IPX3。更高等级的防水测试，验证全方位溅水防护能力,dictionary_v1,2025-09-28
耐手汗试验,汗液腐蚀测试;Sweat Resistance Test,TestCase,可靠性;测试验证;用户体验;防护性能,22×22cm无尘布均匀洒20ml汗液（pH 4.0±0.2），包裹样机装密封袋，50℃/95%RH环境48h。验证外壳耐腐蚀性和密封性，检查功能正常外观无腐蚀，拆机检查电子器件不能进液腐蚀,dictionary_v1,2025-09-28
红墨水侵入三合一试验,TP密封性检测;Red Ink Intrusion Test for 3-in-1,TestCase,密封性;设计验证;质量控制;防护性能,整机状态或三合一组件，用滴管将steel red红墨水在触摸屏与前壳缝隙或听筒孔位置涂抹两周，水平放置1h拆机检查。面壳内部不能有红墨水浸入，前摄光距感位置不能进红墨水，浸入深度不超过银浆线到film边缘1/3距离,dictionary_v1,2025-09-28
红墨水侵入后摄试验,后摄密封性检测;Red Ink Intrusion Test for Rear Camera,TestCase,密封性;设计验证;质量控制;防护性能,整机状态，用棉签将steel red红墨水在后摄镜片装饰件间隙涂抹两周，水平放置1h拆机检查。红墨水不能穿过胶粘区（后主副摄护镜镜片装饰件胶粘区域）,dictionary_v1,2025-09-28
BGA红墨水试验,BGA焊点检测;BGA Red Ink Test,TestCase,SMT;制造工艺;失效分析;焊接质量,测试样品放入容器倒入红墨水浸透芯片，真空箱60kPa保持10min，70℃高温箱保持2h烘干，用治具分离CPU/FLASH显微镜观察。不允许有虚焊脱焊掉点现象,dictionary_v1,2025-09-28
指纹滴液打击试验,指纹密封性冲击;Fingerprint Liquid Impact Test,TestCase,人机交互;可靠性;密封性;防护性能,红墨水汗液（1:19配比pH 6.6±0.2）滴满指纹处30秒，2.5N力60次/分打击。背面指纹1000次/轮共10轮，侧面指纹5000次/轮共20轮。每轮检查功能，常温24h后检查并拆机检查腐蚀。带防护背胶不能进液，不带的主板不能进液发霉腐蚀,dictionary_v1,2025-09-28
疏水性试验,防水膜测试;Hydrophobic Test,TestCase,功能验证;材料特性;质量控制;防护性能,玻璃滴管对准喇叭听筒防尘网滴水至完全覆盖，观察1分钟疏水效果，不同位置滴3次。验证防尘网疏水效果，要求防尘网有疏水效果水不渗入，不能出现声音小杂音等不良,dictionary_v1,2025-09-28
铁屑试验,防磁性颗粒测试;Iron Particle Test,TestCase,功能验证;密封性;特殊环境;防护性能,装有手机（电量30%以上）和37.5g铁屑的密封袋放入3合1滚筒机（埃及市场50g铁屑+100g沙尘），正转反转各1min，7r/min速度，10min测试。听筒喇叭无杂音声弱无声，音量对比不能小5dB,dictionary_v1,2025-09-28
受控跌落试验,定向跌落;Controlled Drop Test,TestCase,可靠性;机械强度;测试验证;设计验证,1米高度到3cm厚花岗岩，18个方向：6面+8角+4前棱+4后棱，每方向1次。摔面时平行，摔角时对角线垂直，摔棱时45°。中间检查结构LCD拍照通话，试验后2.5cm吸盘拉拔检查粘接，四角开裂不超过中框/电池盖高度1/3,dictionary_v1,2025-09-28
自由跌落试验,随机跌落;Free Drop Test,TestCase,可靠性;机械强度;测试验证;用户体验,开机状态电量100%插满卡，TECNO/Infinix LCD<5英寸1.2m≥5英寸1m，功能机/itel相应减0.2m。6面2轮到2cm厚花岗岩，翻盖滑盖50%开50%合。AMOLED屏新品10台最多4台破，量产4台最多1台破,dictionary_v1,2025-09-28
定向跌落试验,8角跌落;Oriented Drop Test,TestCase,可靠性;机械强度;测试验证;设计验证,高度同自由跌落，跌落角两边面与水平面45°，正反面8角2轮，先正面角后反面角。每次跌落后检查工模功能用户模式拍照，每轮后全检通话拍照。AMOLED屏破裂标准同自由跌落,dictionary_v1,2025-09-28
四棱跌落试验,边棱跌落;Edge Drop Test,TestCase,可靠性;机械强度;测试验证;结构设计,高度同自由跌落，2轮跌落顺序：正面-背面-左上棱-右上棱-左下棱-右下棱。功能机PR1阶段额外增加顶底面各5次。每次跌落后常用功能检查，每轮后全面功能检查，每两次跌落后清洁大理石表面,dictionary_v1,2025-09-28
1.5m跌落试验,极限高度跌落;1.5m Drop Test,TestCase,可靠性;机械强度;极限验证;测试验证,开机状态电量100%，1.5m高度（俄罗斯等低温市场-15℃放置2h后立即跌落），6面4角2轮到2cm厚花岗岩。要求PCBA部件外观结构功能正常，允许外观结构件CTP/LCD破损，电池问题常温判定低温不判定,dictionary_v1,2025-09-28
高温跌落试验,高温环境跌落;High Temperature Drop,TestCase,可靠性;机械强度;测试验证;环境应力,55℃环境放置2h后跌落，高度同自由跌落标准，6面2轮。每次跌落只看黑屏花屏掉电，试验后工模全检用户模式通话拍照指纹。允许表面磕痕可装卸部件散开电池脱落掉电,dictionary_v1,2025-09-28
低温跌落试验,低温环境跌落;Low Temperature Drop,TestCase,可靠性;机械强度;测试验证;环境应力,-10℃环境（俄罗斯等低温市场-15℃）放置2h后跌落，高度同自由跌落，6面2轮。电池移动现象除俄罗斯乌克兰等低温市场外其他市场供参考。电池问题低温不判定只分析起火爆炸，屏漏光黑点白点只记录不判定,dictionary_v1,2025-09-28
重复跌落试验,微跌落疲劳;Repetitive Drop Test,TestCase,可靠性;机械强度;测试验证;耐久性,开机待机电量90%以上，10cm高度28次/min钢板接触面。正1800次→反1800次→四侧面各300次→正3200次→反3200次。中间检查外观结构功能，试验后吸盘拉拔检查脱胶。不能自动关机掉电掉网掉卡,dictionary_v1,2025-09-28
轻摔试验,轻微跌落;Light Drop Test,TestCase,可靠性;机械强度;测试验证;用户体验,开机通话状态电量50%以上插满卡，10cm高度到厚度>15mm铁板。智能机每轮每面1次共20轮（itel 10轮），功能机每面20次。电池盖不能脱落，不能掉电，卡托前5次不能弹出，外观不允许变形掉漆掉镀,dictionary_v1,2025-09-28
50cm滚筒跌落试验,中等滚筒测试;50cm Tumble Test,TestCase,可靠性;机械强度;测试验证;随机应力,开机插满卡，12次/min（6r/min）速度500次，每100次检查外观结构功能和TP脱胶。每100次更换摆放位置，使用吸尘器清理筒内异物。S/A档标准不变，B档300次内不允许屏白斑，300次后不判定,dictionary_v1,2025-09-28
1m滚筒跌落试验,高强度滚筒测试;1m Tumble Test,TestCase,可靠性;机械强度;极限验证;测试验证,开机插满卡电量30%以上，12次/min速度100次，每50次检查。验证PCBA主板级可靠性，允许外观结构件CTP/LCD破损。infinix/tecno智能机新品阶段测试，B档不测试,dictionary_v1,2025-09-28
砂纸跌落1试验,粗糙面跌落1;Sandpaper Drop Test 1,TestCase,可靠性;机械强度;测试验证;表面处理,开机状态电量50%以上插满卡，30cm高度到180目砂纸（二强盖板60cm），1轮：左上角-右上角-右下角-左下角-正面。背面50cm高度80目砂纸跌落2次检查后摄镜片。30cm允许3破1，60cm不允许破裂，50cm允许3破1,dictionary_v1,2025-09-28
砂纸跌落2试验,粗糙面跌落2;Sandpaper Drop Test 2,TestCase,可靠性;机械强度;测试验证;配件保护,开机状态电量50%以上插满卡，戴保护套贴膜，100cm高度到80目砂纸，2轮：正面-左棱边-右棱边-上棱边-下棱边-背面（棱倾斜15°），每跌一次检查。合格后做极限测试120cm不判定只记录。100cm允许3破1,dictionary_v1,2025-09-28
带配件跌落试验,配件连接跌落;Drop Test with Accessories,TestCase,可靠性;接口设计;测试验证;配件兼容,开机状态，0.8m高度数据线/耳机垂直向下方向跌落10次。每次检查USB充电/耳机功能，每5次检查USB数据传输。USB接口耳机座无功能故障，跌落次数≤5出现不充电必须改善,dictionary_v1,2025-09-28
三轴弯曲试验,三点弯曲强度;Three-Point Bending Test,TestCase,可靠性;机械强度;测试验证;结构设计,插满卡待机亮屏状态，支撑杆轴心距边缘5mm压杆对准中心线，S/A档250N B档200N，5mm/min速度保持5s。支撑杆压杆直径6mm钢质。塑料机身变形≤1mm金属机身≤0.5mm，外观正常结构无断裂功能正常,dictionary_v1,2025-09-28
软压试验,坐压耐久;Soft Pressure Test,TestCase,可靠性;机械强度;测试验证;用户体验,25±0.5kgf压力按压中部，样机1正面交叉样机2反面交叉，500次。每100次检查外观变形功能。100次后变形≤0.8mm，500次后≤1mm，允许轻微掉漆，结构无断裂，功耗对比待机≤2mA通话≤10%,dictionary_v1,2025-09-28
扭曲试验,抗扭强度;Twist Test,TestCase,可靠性;机械强度;测试验证;结构设计,插满卡装电池待机状态，两端夹持15mm固定设备。智能机1.9±0.1N.m，功能机厚度×0.12N.m力矩，20次/min速度1000次。每200次检查，测试后吸盘检查TP脱胶。塑料机身≤1mm金属阳极氧化≤0.5mm变形,dictionary_v1,2025-09-28
单点硬压试验,局部压力测试;Single Point Pressure Test,TestCase,可靠性;机械强度;测试验证;设计验证,插满卡待机状态，8mm直径铁杆12.5N/s速度，各位置5次每次保持2s。智能机CTP5点屏下指纹前摄喇叭电池≥120N，侧键CAM镜片指纹键≥50N；功能机LCD IC 80N；CPU FLASH从200N开始50N递增测试到450N极限,dictionary_v1,2025-09-28
按键力测试,按键手感测试;Key Force Test,TestCase,人机交互;机械强度;测试验证;用户体验,"荷重曲线测试仪，带电池不开机，功能机测试""5""键""OK""键""导航下键""""左软键""，智能机测试音量键和电源键。5次取平均值。智能机Cf/Crl 30%以下不合格30-40%合格>40%优秀；功能机15%以下不合格15-30%合格>30%优秀",dictionary_v1,2025-09-28
整机球击试验,钢球冲击测试;Ball Impact Test,TestCase,可靠性;安全性;机械强度;测试验证,S/A档20cm B档15cm高度，CTP盖板4角中心前摄屏下指纹用130g钢球；玻璃电池盖4角中心用130g钢球，厚度<0.6mm高度15cm≥0.6mm高度20cm；CAM护镜中心7g钢球30cm高度冲击10次。允许磕痕不允许裂纹碎裂,dictionary_v1,2025-09-28
三合一滚筒试验,综合耐磨测试;3-in-1 Tumble Test,TestCase,可靠性;密封性;测试验证;耐久性,首次使用添加150块牛仔布3把钥匙50颗钢珠50g粉尘，带电池关机状态可拆卸电池盖用橡皮筋固定。正转反转1min，7转/min，换料2小时。30min检查无粉尘问题，2h外观无掉漆磨损印刷字体完全辨识，重点检查光距感功能,dictionary_v1,2025-09-28
长时间静压试验,持续重压测试;Long-term Static Pressure Test,TestCase,可靠性;机械强度;材料特性;测试验证,待机灭屏状态，按LCD尺寸选用对应压头，60kg压力压在LCD显示区域中间位置不允许压到面壳。S/A档保持48h，B档保持4h。试验结束静置2h后检查外观结构功能正常LCD显示CTP功能正常，灰色界面下蓝斑问题不判定,dictionary_v1,2025-09-28
USB插拔力测试,USB接口插拔力;USB Insertion/Extraction Force,TestCase,人机交互;接口设计;测试验证;用户体验,整机不开机，标配数据线插入USB接口固定到试验机夹具，25.4mm/min速率往复3次。分别测试插拔寿命前后的插拔力。Micro-USB寿命前插入0.5-1.5kgf拔出1.0-2.5kgf，寿命后插入0.5-1.8kgf拔出0.8-2.5kgf；Type-C寿命前插入0.5-2kgf拔出0.8-2.5kgf，寿命后插入0.5-2kgf拔出0.6-2.5kgf,dictionary_v1,2025-09-28
耳机插拔力测试,耳机接口插拔力;Headphone Jack Force,TestCase,人机交互;接口设计;测试验证;用户体验,整机不开机，全新标配耳机插头插入耳机接口，25.4mm/min速率。耳机插头外径分0°120°240°共3个刻度每个刻度测试3次共9次。插拔寿命前0.8-2.0kgf，设备插拔后0.6-2.0kgf，人工插拔后0.3-2.0kgf,dictionary_v1,2025-09-28
USB推力测试,USB接口强度;USB Push Test,TestCase,可靠性;接口设计;机械强度;测试验证,插头完全插入连接器，按各方向测试。智能机F1/F2(±Y)40N（金属中框100N），F3/F4(±X)40N，F5(+Z)150N；功能机F1/F2(±Y)25N，F3/F4(±X)50N，F5(+Z)80N。每方向测试2次无保持时间，12.5N/s速度，每测一次检查USB充电传输功能,dictionary_v1,2025-09-28
电池盖开盖力测试,电池盖开启力;Battery Cover Opening Force,TestCase,人机交互;测试验证;用户体验;结构设计,整机带电池不开机，固定到试验台夹住面壳或底壳，测试电池盖开盖力3次取平均值。适用于抠开式电池盖，平均开盖力0.8-2.0kgf,dictionary_v1,2025-09-28
BTB拉拔力测试,板对板连接器保持力;BTB Retention Force,TestCase,制造工艺;接触可靠性;测试验证;连接器,确认主板BTB位置显微镜计数pin角并记录，BTB扣位剪下用502胶水与小铁块固定，10.5mm/min速度每个BTB测试3次取平均值。电池扣位≥5N；其他扣位pin脚<24pin时Min 0.2N×pin数，≥24pin时Min 0.15N×pin数，保持力衰减10%内允收,dictionary_v1,2025-09-28
卡托顶出力测试,SIM卡托弹出力;Card Tray Ejection Force,TestCase,人机交互;接口设计;测试验证;用户体验,整机不开机，装满SIM卡SD卡的卡托插入卡槽固定底座，卡针放入卡针孔固定夹具，压缩定速度12.5mm/min切换条件位移≥1.5mm力量≥25N，往复3次。8≤卡托顶出力≤16N，10cm轻摔卡托不弹出，结合标配卡针顶出实际手感,dictionary_v1,2025-09-28
卡托拔出力测试,SIM卡托拔出力;Card Tray Extraction Force,TestCase,人机交互;接口设计;测试验证;用户体验,整机不开机，不装卡卡托先顶出后固定底座，夹具夹住卡托露出部分，50mm/min速度往复3次。2N≤卡托拔出力≤6N，结合实际手感,dictionary_v1,2025-09-28
USB接口击打测试,USB接口冲击;USB Interface Impact Test,TestCase,可靠性;接口设计;机械强度;测试验证,开机待机电量50%以上，全新标配数据线，击打力10±0.5N。S档前后左右各1000次，A档各600次，B档前后各600次。击打头伸缩0.5s/次单次4s完成。拆机检查USB功能pin固定pin焊接无锡裂，连接充电器电脑功能正常,dictionary_v1,2025-09-28
电池盖虚位检测,电池盖间隙测试;Battery Cover Gap Detection,TestCase,外观质量;测试验证;结构设计;装配精度,整机正面朝下置于治具，击打头直径8±1mm击打电池盖中线位置，1kgf砝码5±1cm高度10次每2次检查。中高端机缝隙≤0.2mm，低端机≤0.35mm，电池盖与底壳配合紧密扣位无松脱,dictionary_v1,2025-09-28
随机振动试验,运输振动模拟;Random Vibration Test,TestCase,包装设计;可靠性;测试验证;运输应力,20-25℃环境振动仪压力0.3±0.1MPa，样机不包装开机待机插满卡。频率5-20Hz功率频谱密度0.04g²/Hz，20-500Hz斜率-3dB/℃t，每轴向1h共XYZ三轴3h。Z轴固定屏面接触平台避免摄像头干涉，测试后吸盘检查TP脱胶,dictionary_v1,2025-09-28
粘胶式部件牢固度测试,胶粘强度测试;Adhesive Component Strength,TestCase,制造工艺;机械强度;测试验证;粘接工艺,CAM单摄镜片设备压头按压10N保持10s，双摄三摄镜片铁块辅助外部拉起10N保持10s，装饰件热熔胶或吸盘粘住表面标准力垂直保持10s。CAM镜片≥10N，非金属电池盖≥40N，装饰件按面积分级20N/30N/40N保持10s不脱落,dictionary_v1,2025-09-28
振动耐磨试验,振动磨损测试;Vibration Wear Test,TestCase,可靠性;测试验证;耐久性;表面处理,准备RKF 10K黄色圆锥体和RKK15P绿色棱锥体共15L，加FC120 20ml配水至1000ml，50Hz频率振幅1.8±0.1mm。样品安装整机放入测试仪，前30min检查一次。壳体转角面连续线状掉漆宽度UV/PU/镀膜1mm橡胶漆2mm，其他位置按规定宽度，平面区域点状掉漆有面积限制,dictionary_v1,2025-09-28
器件推力测试,元器件焊接强度;Component Push Test,TestCase,SMT;制造工艺;测试验证;焊接质量,电子万能试验机和推力治具，垂直方向对器件长边10mm/min速度测试至脱落损坏记录最大推力值。闪光灯推前闪1个，光距感MIC同规格推1个，同轴座选最小规格推1个，弹片同规格各推2个，BTB推屏电池前摄主板小板各1个,dictionary_v1,2025-09-28
切片分析,金相切片分析;Cross-section Analysis,TestCase,SMT;制造工艺;失效分析;测试验证,CPU/EMMC/DDR焊点位图长边作观察面，350r/min切割速度，预留2.54mm余量防止应力损伤。环氧树脂:固化剂3:1调胶无气泡，砂纸240目→800目→1200目→3000目，研磨600r/min抛光350r/min，显微镜50X/100X/200X观察。不允许板材焊点破裂，插孔焊接垂直填充≥75%,dictionary_v1,2025-09-28
CTP/LCD护镜拉力测试,触摸屏拉拔强度;Touch Panel Pull Test,TestCase,显示相关;机械强度;测试验证;粘接工艺,测试治具配合3M双面胶粘住CTP四角两边中心点LCD护镜中心点，5N/s速度20mm/min预警速度保持10s。俄罗斯等低温市场需-20℃放置2h后立即测试。CTP四角≥50N（点胶）/40N（背胶），左右边中心≥30N；LCD护镜中心≥50N,dictionary_v1,2025-09-28
CTP水波纹测试,触摸屏水波纹;Touch Panel Water Ripple,TestCase,显示相关;测试验证;用户体验;质量控制,开机亮屏灰色背景，击打AA区九宫格中心点屏盲孔位置，每点5次1次/s，1.5±0.2N击打力Φ0.8cm铜柱头，击打头与CTP间距0.8cm。检查击打点外区域无水波纹,dictionary_v1,2025-09-28
牛顿环测试,水印现象检测;Newton Ring Test,TestCase,外观质量;显示相关;测试验证;用户体验,5kg砝码，70±2℃高温箱，4×4cm防静电胶皮，48h测试时长。测试对象平板/智能机框贴，智能机全贴合/功能机不测试。试验结束静置2h恢复常温后检查屏不能有水印现象,dictionary_v1,2025-09-28
CTP点击测试,触摸屏点击寿命;Touch Panel Click Test,TestCase,人机交互;显示相关;测试验证;耐久性,开机待机亮屏最大音量，击打菜单键数字5键，50万次2次/s，1.5±0.2N击打力Φ0.8cm电容笔头。CTP功能正常无跳点错乱现象,dictionary_v1,2025-09-28
CTP划线测试,触摸屏划线寿命;Touch Panel Line Drawing,TestCase,人机交互;显示相关;测试验证;耐久性,开机待机亮屏固定划线设备，自带手写笔或测试电容笔，250g±10%压力60mm/s速度。沿CTP对角线划线不小于对角线2/3，10万次（一个来回1次），每2h检查功能清洁表面。CTP功能正常LCD显示正常无损伤明显划痕，原装手写笔头部无变形损伤,dictionary_v1,2025-09-28
CTP画图形测试,触摸屏绘图测试;Touch Panel Drawing Test,TestCase,人机交互;显示相关;测试验证;电磁兼容,样机开机插入所有可能适配充电器（itel:标配+IML05+TMU24，Tecno:标配+IML05+IMU05），用手在CTP表面画三角五角星圆正方形，每个图形10次。画图正常无跳点划线漂移反应慢图形不规则现象,dictionary_v1,2025-09-28
CTP贴膜灵敏度测试,贴膜触摸灵敏度;Screen Protector Sensitivity,TestCase,人机交互;显示相关;测试验证;配件兼容,整机不充电电量满足需求和整机充电（标配充电器）电量60%以下两种状态。样机表面清洁贴标配保护膜（无则用0.65-0.71mm玻璃膜），按检验CTP功能方法操作。无画线错乱飘移跳点失灵现象,dictionary_v1,2025-09-28
屏下指纹击打测试,屏下指纹耐久性;Under-display Fingerprint Impact,TestCase,人机交互;可靠性;显示相关;测试验证,常温状态开机，亮度自动调节设置指纹，击打头完全点亮指纹处停留1s间隔10s，20万次。13万次不能出现肉眼可见烧屏残影，20万次允许轻微烧屏（以X23为标杆）,dictionary_v1,2025-09-28
AMOLED烧屏测试,AMOLED屏幕烧屏;AMOLED Burn-in Test,TestCase,可靠性;显示相关;材料特性;测试验证,常温状态最大亮度显示烧屏测试图片2共240h，试验前后测量烧屏测试图片1①②处亮度。(点1@240h亮度)/(点1@0h亮度)×100%>95%为必过项；该值+(1-(点2@240h亮度)/(点2@0h亮度))×100%>93%为参考项,dictionary_v1,2025-09-28
内部接口寿命测试,内部连接器寿命;Internal Connector Life,TestCase,可靠性;接口设计;测试验证;耐久性,同轴线前后两端FPC接口各装卸30次。功能对比结构对比，重点手机能识别到各FPC同轴线对应功能,dictionary_v1,2025-09-28
耳机插拔寿命测试,耳机接口寿命;Headphone Jack Life Test,TestCase,可靠性;接口设计;测试验证;耐久性,耳机插拔3000次，开机状态20-30次/min频率，原配全新耳机。用户模式检测耳机功能（图标检测MP3播放），工程模式检测（线上接听键MIC功能）。I/O接口无损坏异常手感，试验后插拔力符合标准，允许外观磨损掉漆不允许表层成片脱落,dictionary_v1,2025-09-28
USB插拔寿命测试,USB接口寿命;USB Durability Test,TestCase,可靠性;接口设计;测试验证;耐久性,开机状态，Micro 5000次，Type-C 1万次（正反各2500次为1轮共2轮），原配全新数据线。手机识别充电器I/O接口无损坏异常手感插拔力正常。充电普通≥4.8V快充≥快充电压-0.5V，允许外观磨损掉漆不允许表层成片脱落,dictionary_v1,2025-09-28
SIM卡/T卡装卸测试,卡座装卸寿命;Card Socket Life Test,TestCase,可靠性;接口设计;测试验证;耐久性,SIM卡T卡各装卸500次，一体机同时装卸，开关机状态各一台，每100次中途检查。500次后增加轻摔试验每面5次观察掉卡无信号不识卡。多用途卡托须各类型卡测试，三合一/四合一卡座SIM卡槽用去掉NANO卡的卡套倾斜30±5°插拔200次,dictionary_v1,2025-09-28
电池/电池盖装卸测试,电池盖装卸寿命;Battery Cover Life Test,TestCase,可靠性;测试验证;结构设计;耐久性,单机头电池电池盖分离状态开始，装卸电池再装卸电池盖。智能机电池盖1000次（可拆卸电池盖不可拆卸电池）2000次（都可拆卸），功能机1000次，电池1000次。每100次中间检查，试验后轻摔四侧面各5次重点观察电池盖掉电,dictionary_v1,2025-09-28
螺钉孔寿命测试,螺钉锁附寿命;Screw Hole Life Test,TestCase,制造工艺;测试验证;耐久性;装配工艺,外部螺钉（外观面能看到的、打开电池盖看到的）用量产力矩反复打10次（自攻螺钉5次），内部螺钉反复打5次。量产力矩智能机/功能机铜螺母0.065-0.075N.m，功能机塑胶壳0.08±0.005N.m锌合金壳0.09±0.005N.m。无滑丝螺钉无断裂壳料外观螺母螺钉柱无破裂,dictionary_v1,2025-09-28
外放喇叭寿命测试,扬声器寿命;Speaker Life Test,TestCase,可靠性;声学;测试验证;耐久性,开机充电状态最大音量，安装LabTestTool，功能机装T卡循环播放。智能机96h（印度俄罗斯168h），功能机96h（印度PR1阶段168h）。每12h检查音量大小需在相对安静地方。喇叭声音正常无杂音无声音小，试验前Leq.T≥72dB MP3播放1kHz（30cm），前后对比≤3dB,dictionary_v1,2025-09-28
听筒寿命测试,听筒耐久性;Receiver Life Test,TestCase,可靠性;声学;测试验证;耐久性,连接充电器充电最大音量，智能机安装LabTestTool功能机准备两张通话卡，96h时长。听筒声音正常无杂音无声音小，听筒2mm距离试验前Leq.T≥80dB，前后对比≤3dB，样机功能正常,dictionary_v1,2025-09-28
马达寿命测试,振动马达寿命;Motor Life Test,TestCase,可靠性;声学;测试验证;耐久性,连接充电器充电，1s on/1s off规律振动，智能机96h功能机72h，每12h检查。振动正常（振1s停1s）无停振时振时不振振弱振杂异常,dictionary_v1,2025-09-28
